code,name,best_ma,h_floor
002727,一心堂,195,13.18
002729,好利科技,130,18.67
002730,电光科技,165,15.7
002733,雄韬股份,190,19.89
002735,王子新材,205,14.48
002734,利民股份,240,17.53
002732,燕塘乳业,50,17.41
002738,中矿资源,165,82.95
002737,葵花药业,155,14.87
002736,国信证券,245,12.66
002739,儒意电影,35,11.11
002741,光华科技,225,20.76
002743,富煌钢构,215,5.46
002745,木林森,50,8.69
002747,埃斯顿,245,21.78
002746,仙坛股份,45,6.11
002748,世龙实业,225,12.58
002752,昇兴股份,240,6.71
002753,永东股份,170,7.19
002749,国光股份,85,13.98
002755,奥赛康,230,16.43
002756,永兴材料,165,46.1
002760,凤形股份,185,21.49
002759,天际股份,220,34.28
002757,南兴股份,180,16.99
002758,浙农股份,30,9.79
002763,汇洁股份,120,7.37
002765,蓝黛科技,210,11.8
002761,浙江建投,165,8.36
002766,索菱股份,115,5.29
002769,普路通,215,11.88
002767,先锋电子,250,19.91
002771,真视通,250,15.8
002768,国恩股份,220,51.14
002773,康弘药业,160,30.75
002772,众兴菌业,155,14.47
002774,快意电梯,235,11.23
002777,久远银海,35,18.29
002778,中晟高科,205,21.65
002779,中坚科技,250,113.34
002782,可立克,160,17.86
002780,三夫户外,190,14.89
002775,文科股份,200,4.42
002783,凯龙股份,65,9.56
002785,万里石,215,35.04
002788,鹭燕医药,250,8.37
002786,银宝山新,35,8.56
002790,瑞尔特,50,7.66
002787,华源控股,155,12.24
002791,坚朗五金,235,21.59
002793,罗欣药业,65,4.9
002792,通宇通讯,240,18.42
002795,永和智控,250,7.85
002797,第一创业,250,6.92
002801,微光股份,185,33.13
002796,世嘉科技,235,19.84
002798,帝欧水华,215,6.42
002799,环球印务,190,8.22
002800,天顺股份,245,15.33
002802,洪汇新材,205,13.19
002803,吉宏股份,215,16.4
002806,华锋股份,250,12.42
002805,丰元股份,165,16.55
002809,红墙股份,140,10.71
002811,郑中设计,230,12.7
002807,江阴银行,205,4.57
002810,山东赫达,130,12.86
002812,恩捷股份,90,61.45
002815,崇达技术,245,13.68
002813,路畅科技,245,26.19
002817,黄山胶囊,190,8.12
002819,东方中科,40,27.0
002821,凯莱英,95,95.07
002818,富森美,230,11.26
002820,桂发祥,230,12.13
002824,和胜股份,220,19.1
002827,高争民爆,240,37.11
002825,纳尔股份,250,10.94
002823,凯中精密,195,15.53
002829,星网宇达,120,26.46
002828,贝肯能源,210,11.62
002826,易明医药,190,17.98
002830,名雕股份,175,21.0
002831,裕同科技,60,28.89
002832,比音勒芬,185,15.07
002833,弘亚数控,50,17.99
002837,英维克,250,99.13
002835,同为股份,50,17.2
002836,新宏泽,205,14.89
002839,张家港行,250,4.54
002838,道恩股份,235,24.39
002841,视源股份,65,38.76
002842,翔鹭钨业,205,11.33
002840,华统股份,45,9.57
002843,泰嘉股份,240,20.0
002845,同兴达,50,14.17
002846,英联股份,235,15.67
002851,麦格米特,235,70.56
002849,威星智能,155,14.18
002856,美芝股份,65,11.74
002852,道道全,245,10.52
002847,盐津铺子,245,69.44
002853,皮阿诺,210,11.93
002850,科达利,240,156.38
002857,三晖电气,230,20.37
002855,捷荣技术,240,16.42
002858,力盛体育,160,15.16
002860,星帅尔,200,13.51
002859,洁美科技,220,28.73
002861,瀛通通讯,245,19.37
002862,实丰文化,250,18.51
002863,今飞凯达,190,5.84
002867,周大生,50,12.16
002864,盘龙药业,235,31.23
002866,传艺科技,225,18.92
002865,钧达股份,190,42.0
002869,金溢科技,190,22.9
002870,香山股份,195,39.59
002871,伟隆股份,220,15.53
002876,三利谱,130,23.94
002873,新天药业,50,10.42
002875,安奈儿,245,17.54
002877,智能自控,30,9.24
002880,卫光生物,45,26.03
002881,美格智能,225,46.14
002878,元隆雅图,250,17.39
002879,长缆科技,210,17.09
002884,凌霄泵业,215,17.74
002882,金龙羽,215,30.67
002883,中设股份,215,10.93
002886,沃特股份,195,22.93
002885,京泉华,190,25.98
002887,绿茵生态,250,9.28
002888,惠威科技,170,18.65
002889,东方嘉盛,235,15.04
002891,中宠股份,230,52.35
002892,科力尔,215,12.48
002890,弘宇股份,250,14.53
002893,京能热力,35,11.38
002895,川恒股份,220,38.22
002896,中大力德,195,83.29
002897,意华股份,245,53.42
002901,大博医疗,170,49.37
002899,英派斯,230,31.85
002900,哈三联,190,13.04
002902,铭普光磁,65,21.04
002906,华阳集团,30,31.07
002903,宇环数控,250,24.32
002907,华森制药,200,15.11
002910,庄园牧场,160,10.66
002908,德生科技,45,10.01
002909,集泰股份,180,6.62
002911,佛燃能源,205,11.61
002913,奥士康,235,41.94
002912,中新赛克,140,30.56
002905,金逸影视,175,9.91
002916,深南电路,195,230.14
002915,中欣氟材,215,22.47
002917,金奥博,220,13.3
002918,蒙娜丽莎,50,13.98
002919,名臣健康,250,22.58
002921,联诚精密,220,23.54
002920,德赛西威,45,106.26
002922,伊戈尔,250,30.43
002923,润都股份,245,12.29
002925,盈趣科技,200,20.21
002926,华西证券,240,9.31
002927,泰永长征,230,20.39
002928,华夏航空,250,10.89
002930,宏川智慧,235,10.95
002929,润建股份,100,44.35
002931,锋龙股份,235,15.01
002935,天奥电子,245,17.57
002933,新兴装备,185,33.61
002936,郑州银行,90,1.94
002938,鹏鼎控股,245,49.93
002939,长城证券,215,10.02
002940,昂利康,250,32.26
002942,新农股份,155,19.4
002937,兴瑞科技,250,18.24
002941,新疆交建,125,16.32
002943,宇晶股份,220,33.71
002946,新乳业,245,18.0
002945,华林证券,135,15.66
002947,恒铭达,200,43.6
002948,青岛银行,200,5.24
002949,华阳国际,165,15.46
002951,金时科技,240,14.48
002950,奥美医疗,225,11.26
002952,亚世光电,85,19.94
002953,日丰股份,160,11.54
002956,西麦食品,250,27.26
002957,科瑞技术,210,19.63
002958,青农商行,235,3.13
002955,鸿合科技,210,27.26
002959,小熊电器,30,43.9
002960,青鸟智控,55,10.91
002962,五方光电,40,14.74
002961,瑞达期货,180,22.93
002963,豪尔赛,125,14.78
002967,广电计量,240,20.75
002965,祥鑫科技,215,37.05
002966,苏州银行,250,8.1
002968,新大正,115,12.43
002969,嘉美包装,225,3.42
002970,锐明技术,250,48.81
002972,科安达,230,12.48
002971,和远气体,250,29.78
002973,侨银股份,190,14.08
002975,博杰股份,235,76.16
002976,瑞玛精密,195,28.04
002978,安宁股份,50,31.86
002979,雷赛智能,245,39.93
002980,华盛昌,245,22.08
002981,朝阳科技,225,29.09
002983,芯瑞达,245,20.2
002982,湘佳股份,140,13.93
002986,宇新股份,85,10.69
002984,森麒麟,50,20.86
002988,豪美新材,220,36.71
002985,北摩高科,225,28.12
002987,京北方,225,18.88
002989,中天精装,250,26.6
002991,甘源食品,110,59.62
002990,盛视科技,155,28.26
002992,宝明科技,45,53.58
002993,奥海科技,235,42.82
002995,天地在线,125,17.17
002996,顺博合金,180,7.79
002997,瑞鹄模具,245,34.94
002998,优彩资源,245,7.64
002999,天禾股份,45,6.87
003001,中岩大地,235,19.84
003000,劲仔食品,90,11.46
003003,天元股份,175,13.12
003002,壶化股份,245,26.7
003005,竞业达,220,20.02
003007,直真科技,130,43.56
003008,开普检测,220,22.03
003006,百亚股份,250,21.06
003009,中天火箭,115,68.21
003010,若羽臣,240,35.43
003011,海象新材,250,23.1
003012,东鹏控股,65,6.78
003013,地铁设计,40,14.92
003015,日久光电,225,15.87
003016,欣贺股份,160,8.97
003018,金富科技,160,17.55
003017,大洋生物,180,32.5
003022,联泓新科,200,20.18
003021,兆威机电,250,101.51
003023,彩虹集团,210,23.94
003019,宸展光电,245,31.81
003026,中晶科技,105,34.24
003025,思进智能,230,14.26
003028,振邦智能,250,30.55
003031,中瓷电子,130,73.6
003027,同兴科技,240,22.75
003029,吉大正元,40,25.09
003030,祖名股份,200,20.49
003033,征和工业,130,59.09
003020,立方制药,250,27.77
003035,南网能源,240,4.58
003037,三和管桩,185,7.68
003039,顺控发展,60,13.94
003036,泰坦股份,250,16.46
003038,鑫铂股份,40,15.75
003040,楚天龙,130,16.05
003041,真爱美家,210,57.31
003042,中农联合,90,17.31
003043,华亚智能,205,49.21
003816,中国广核,145,3.85
603216,梦天家居,230,15.58
